model_name,model_type,metric,mean,std_dev
BM-3.keras,Plain Model,equal_opportunity_difference,-0.08629052684903747,0.021832753590478402
BM-3.keras,Plain Model,average_odds_difference,-0.03554527178182128,0.012348138926218643
BM-3.keras,Plain Model,precision,0.7819427198266403,0.004799975727785944
BM-3.keras,Plain Model,recall,0.6968935093898051,0.019275823127238353
BM-3.keras,Plain Model,f1,0.7273853628392946,0.014934945451030935
BM-3.keras,Debiased Model,classification_accuracy,0.8939160380452608,0.0011229300305522826
BM-3.keras,Debiased Model,balanced_accuracy,0.7099503107772851,0.020834126161174592
BM-3.keras,Debiased Model,disparate_impact,1.3576868196409166,0.09589914616437442
BM-3.keras,Debiased Model,equal_opportunity_difference,-0.10987841945288754,0.02654171128592892
BM-3.keras,Debiased Model,average_odds_difference,-0.045859070159491325,0.014474475250396962
BM-3.keras,Debiased Model,precision,0.7748107005074504,0.004162619233554956
BM-3.keras,Debiased Model,recall,0.7099503107772851,0.020834126161174592
BM-3.keras,Debiased Model,f1,0.7348678529536946,0.014227330730159802
