model_name,model_type,metric,mean,std_dev
AC-10.keras,Plain Model,classification_accuracy,0.839819838263896,0.001629366997733366
AC-10.keras,Plain Model,balanced_accuracy,0.7353255618423171,0.016421955359599928
AC-10.keras,Plain Model,disparate_impact,0.25399898501434326,0.020578495751119825
AC-10.keras,Plain Model,equal_opportunity_difference,-0.1379383217457149,0.02361450868294765
AC-10.keras,Plain Model,average_odds_difference,-0.10871243909927504,0.016056358052011895
AC-10.keras,Plain Model,precision,0.7982754711997534,0.008993688537345852
AC-10.keras,Plain Model,recall,0.7353255618423171,0.016421955359599928
AC-10.keras,Plain Model,f1,0.75693691201277,0.01097195764323479
AC-10.keras,Debiased Model,classification_accuracy,0.8417852390213942,0.00201177086646136
AC-10.keras,Debiased Model,balanced_accuracy,0.7399090548265546,0.014110021295047875
AC-10.keras,Debiased Model,disparate_impact,0.3413987718888759,0.019508852668126023
AC-10.keras,Debiased Model,equal_opportunity_difference,-0.042027259585599254,0.02551759745340472
AC-10.keras,Debiased Model,average_odds_difference,-0.05377786196220571,0.01891035546336227
AC-10.keras,Debiased Model,precision,0.7999147995729426,0.007366177378160363
AC-10.keras,Debiased Model,recall,0.7399090548265546,0.014110021295047875
AC-10.keras,Debiased Model,f1,0.761228845316783,0.008580701073457356
AC-3.keras,Plain Model,classification_accuracy,0.8417852390213942,0.0010620298781323044
AC-3.keras,Plain Model,balanced_accuracy,0.7418069074574583,0.014459450870920293
AC-3.keras,Plain Model,disparate_impact,0.2884813925754174,0.02059841688732907
AC-3.keras,Plain Model,equal_opportunity_difference,-0.1040524540510773,0.02393548323841667
AC-3.keras,Plain Model,average_odds_difference,-0.08998436730672446,0.01735077259895028
AC-3.keras,Plain Model,precision,0.7987456951687479,0.006329695455397019
AC-3.keras,Plain Model,recall,0.7418069074574583,0.014459450870920293
AC-3.keras,Plain Model,f1,0.7623156013743355,0.008972220297799538
AC-3.keras,Debiased Model,classification_accuracy,0.8463814105845019,0.0009360067962408546
AC-3.keras,Debiased Model,balanced_accuracy,0.7533245933412256,0.00530573829788864
AC-3.keras,Debiased Model,disparate_impact,0.3917298413076897,0.03958246990146212
AC-3.keras,Debiased Model,equal_opportunity_difference,-0.01094307152199354,0.03455660130085833
AC-3.keras,Debiased Model,average_odds_difference,-0.033648819758883564,0.02232240692699606
AC-3.keras,Debiased Model,precision,0.8024091654673763,0.0032635940351531476
AC-3.keras,Debiased Model,recall,0.7533245933412256,0.00530573829788864
AC-3.keras,Debiased Model,f1,0.7724703766010339,0.003169408342994654
