model_name,model_type,metric,mean,std_dev
GC-5.keras,Debiased Model,disparate_impact,1.06819234006734,0.028014950459856518
GC-5.keras,Debiased Model,equal_opportunity_difference,-0.03614670790985415,0.018352911077501706
GC-5.keras,Debiased Model,average_odds_difference,0.09710521747364438,0.027271683354484936
GC-5.keras,Debiased Model,precision,0.6806877926021603,0.01333713086415467
GC-5.keras,Debiased Model,recall,0.692349498327759,0.01130495387344578
GC-5.keras,Debiased Model,f1,0.6840548558117427,0.011495300037465237
GC-1.keras,Plain Model,classification_accuracy,0.756,0.005333333333333329
GC-1.keras,Plain Model,balanced_accuracy,0.6688545150501672,0.006131961321943169
GC-1.keras,Plain Model,disparate_impact,0.8697139802191927,0.029621341034644286
GC-1.keras,Plain Model,equal_opportunity_difference,-0.11586389748121961,0.01269513006840623
GC-1.keras,Plain Model,average_odds_difference,-0.09855694874060983,0.03325776644711222
GC-1.keras,Plain Model,precision,0.717010609875443,0.008325162392633373
GC-1.keras,Plain Model,recall,0.6688545150501672,0.006131961321943169
GC-1.keras,Plain Model,f1,0.6813410834976802,0.006726627729319058
GC-1.keras,Debiased Model,classification_accuracy,0.7666666666666666,0.007302967433402221
GC-1.keras,Debiased Model,balanced_accuracy,0.6959448160535117,0.013416150450797117
GC-1.keras,Debiased Model,disparate_impact,1.0622685355580095,0.012828168034867443
GC-1.keras,Debiased Model,equal_opportunity_difference,-0.011224038886433908,0.013969916475596662
GC-1.keras,Debiased Model,average_odds_difference,0.08590583769964015,0.015819130906170563
GC-1.keras,Debiased Model,precision,0.7277072720695231,0.009563642196190344
GC-1.keras,Debiased Model,recall,0.6959448160535117,0.013416150450797117
GC-1.keras,Debiased Model,f1,0.706497751530048,0.01269293044562661
